blind_id	source_file	redaction_pattern	count	remaining_suspect_terms
M011	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-2-5-pro/CTRL1_1.json	NONE	0	
M011	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-2-5-pro/CTRL3_1.json	NONE	0	
M011	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-2-5-pro/G3_1.json	NONE	0	
M012	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/gemini-3.1-flash-lite.md	gemini-3.1-flash-lite	1	
M012	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gemini-3.1-flash-lite.md	gemini-3.1-flash-lite.md	1	
M012	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gemini-3.1-flash-lite.md	gemini-3.1-flash-lite	1	
M012	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-flash-lite.md	gemini-3-1-flash-lite-direct/CTRL1_10	1	
M012	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-flash-lite.md	gemini-3-1-flash-lite-direct/CTRL1_1	1	
M012	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-flash-lite.md	gemini-3-1-flash-lite-direct/CTRL1_2	1	
M012	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-flash-lite.md	gemini-3-1-flash-lite-direct/CTRL1_3	1	
M012	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-flash-lite.md	gemini-3-1-flash-lite-direct/CTRL1_4	1	
M012	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-flash-lite.md	gemini-3-1-flash-lite	1	
M012	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-flash-lite.md	Opus-4.7-style	1	
M012	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-3-1-flash-lite-direct/LONG_1.json	NONE	0	
M012	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-3-1-flash-lite-direct/OPEN_1.json	NONE	0	
M012	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-3-1-flash-lite-direct/VARY_1.json	NONE	0	
M012	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-3-1-flash-lite-direct/CTRL1_1.json	NONE	0	
M012	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-3-1-flash-lite-direct/CTRL3_1.json	NONE	0	
M012	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-3-1-flash-lite-direct/G3_1.json	NONE	0	
M013	personality card	MISSING	0	missing_source
M013	personality profile	MISSING	0	missing_source
M013	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-pro.md	gemini-3-1-pro/CTRL1_10	1	
M013	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-pro.md	gemini-3-1-pro/CTRL1_1	1	
M013	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-pro.md	gemini-3-1-pro/CTRL1_2	1	
M013	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-pro.md	gemini-3-1-pro/CTRL1_3	1	
M013	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-pro.md	gemini-3-1-pro/CTRL1_4	1	
M013	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-pro.md	gemini-3-1-pro	1	
M013	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-pro.md	Opus-4.7-style	1	
M013	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-1-pro.md	Google	2	
M013	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-3-1-pro-16k/LONG_1.json	NONE	0	
M013	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-3-1-pro-16k/OPEN_1.json	NONE	0	
M013	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-3-1-pro-16k/VARY_1.json	NONE	0	
M013	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-3-1-pro/CTRL1_1.json	Google	1	
M013	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-3-1-pro/CTRL3_1.json	NONE	0	
M013	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-3-1-pro/G3_1.json	NONE	0	
M016	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/gemini-3-flash-preview.md	gemini-3-flash-preview	1	
M016	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gemini-3-flash-preview.md	gemini-3-flash-preview.md	1	
M016	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/gemini-3-flash-preview.md	gemini-3-flash-preview	1	
M016	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-flash-preview.md	gemini-3-flash-preview-direct/CTRL1_10	1	
M016	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-flash-preview.md	gemini-3-flash-preview-direct/CTRL1_1	1	
M016	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-flash-preview.md	gemini-3-flash-preview-direct/CTRL1_2	1	
M016	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-flash-preview.md	gemini-3-flash-preview-direct/CTRL1_3	1	
M016	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-flash-preview.md	gemini-3-flash-preview-direct/CTRL1_4	1	
M016	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-flash-preview.md	gemini-3-flash-preview	1	
M016	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemini-3-flash-preview.md	Opus-4.7-style	1	
M016	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-3-flash-preview-direct/LONG_1.json	NONE	0	
M016	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-3-flash-preview-direct/OPEN_1.json	NONE	0	
M016	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemini-3-flash-preview-direct/VARY_1.json	NONE	0	
M016	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-3-flash-preview-direct/CTRL1_1.json	NONE	0	
M016	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-3-flash-preview-direct/CTRL3_1.json	NONE	0	
M016	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemini-3-flash-preview-direct/G3_1.json	NONE	0	
M019	personality card	MISSING	0	missing_source
M019	personality profile	MISSING	0	missing_source
M019	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-31b.md	gemma-4-31b-direct/CTRL1_10	1	
M019	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-31b.md	gemma-4-31b-direct/CTRL1_1	1	
M019	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-31b.md	gemma-4-31b-direct/CTRL1_2	1	
M019	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-31b.md	gemma-4-31b-direct/CTRL1_3	1	
M019	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-31b.md	gemma-4-31b-direct/CTRL1_4	1	
M019	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-31b.md	Opus-4.7-style	1	
M019	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-31b.md	gemma-4-31b	1	
M019	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/gemma-4-31b.md	Google	2	
M019	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemma-4-31b-direct/LONG_1.json	NONE	0	
M019	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemma-4-31b-direct/OPEN_1.json	NONE	0	
M019	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_gemma-4-31b-direct/VARY_1.json	NONE	0	
M019	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemma-4-31b-direct/CTRL1_1.json	Google	1	
M019	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemma-4-31b-direct/CTRL3_1.json	NONE	0	
M019	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/gemma-4-31b-direct/G3_1.json	NONE	0	
M021	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/glm-4.5.md	glm-4.5	1	
M021	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/glm-4.5.md	glm-4.5.md	1	
M021	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/glm-4.5.md	glm-4.5	1	
M021	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-5.md	glm-4-5-or-pin-novita/CTRL1_10	1	
M021	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-5.md	glm-4-5-or-pin-novita/CTRL1_1	1	
M021	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-5.md	glm-4-5-or-pin-novita/CTRL1_2	1	
M021	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-5.md	glm-4-5-or-pin-novita/CTRL1_3	1	
M021	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-5.md	glm-4-5-or-pin-novita/CTRL1_4	1	
M021	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-5.md	Opus-4.7-style	1	
M021	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-5.md	glm-4-5	1	
M021	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_glm-4-5-or/LONG_1.json	NONE	0	
M021	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_glm-4-5-or/OPEN_1.json	NONE	0	
M021	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_glm-4-5-or/VARY_1.json	NONE	0	
M021	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/glm-4-5-or-pin-zai/CTRL1_1.json	NONE	0	
M021	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/glm-4-5-or-pin-zai/CTRL3_1.json	NONE	0	
M021	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/glm-4-5-or-pin-zai/G3_1.json	NONE	0	
M022	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/glm-4.6.md	glm-4.6	1	
M022	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/glm-4.6.md	glm-4.6.md	1	
M022	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/glm-4.6.md	glm-4.6	1	
M022	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-6.md	glm-4-6-or-pin-atlascloud/CTRL1_10	1	
M022	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-6.md	glm-4-6-or-pin-atlascloud/CTRL1_1	1	
M022	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-6.md	glm-4-6-or-pin-atlascloud/CTRL1_2	1	
M022	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-6.md	glm-4-6-or-pin-atlascloud/CTRL1_3	1	
M022	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-6.md	glm-4-6-or-pin-atlascloud/CTRL1_4	1	
M022	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-6.md	Opus-4.7-style	1	
M022	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-6.md	glm-4-6	1	
M022	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_glm-4-6-coding-direct/LONG_1.json	NONE	0	
M022	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_glm-4-6-coding-direct/OPEN_1.json	NONE	0	
M022	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_glm-4-6-coding-direct/VARY_1.json	NONE	0	
M022	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/glm-4-6-coding-direct/CTRL1_1.json	NONE	0	
M022	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/glm-4-6-coding-direct/CTRL3_1.json	NONE	0	
M022	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/glm-4-6-coding-direct/G3_1.json	NONE	0	
M024	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/glm-4.7.md	glm-4.7	1	
M024	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/glm-4.7.md	glm-4.7.md	1	
M024	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/glm-4.7.md	glm-4.7	1	
M024	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-7.md	glm-4-7-or-pin-atlascloud/CTRL1_10	1	
M024	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-7.md	glm-4-7-or-pin-atlascloud/CTRL1_1	1	
M024	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-7.md	glm-4-7-or-pin-atlascloud/CTRL1_2	1	
M024	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-7.md	glm-4-7-or-pin-atlascloud/CTRL1_3	1	
M024	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-7.md	glm-4-7-or-pin-atlascloud/CTRL1_4	1	
M024	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-7.md	Opus-4.7-style	1	
M024	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-7.md	glm-4-7	1	
M024	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-7.md	Z.ai	1	
M024	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-4-7.md	GLM	3	
M024	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_glm-4-7-or/LONG_1.json	NONE	0	
M024	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_glm-4-7-or/OPEN_1.json	NONE	0	
M024	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_freeflow/freeflow_glm-4-7-or/VARY_1.json	NONE	0	
M024	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/glm-4-7-or-pin-zai/CTRL1_1.json	GLM	1	
M024	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/glm-4-7-or-pin-zai/CTRL3_1.json	NONE	0	
M024	/Users/danieltenner/dev/model-personality-corpus-v2/data/traces_values/glm-4-7-or-pin-zai/G3_1.json	NONE	0	
M025	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-cards/cards/glm-5.1.md	glm-5.1	1	
M025	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/glm-5.1.md	glm-5.1.md	1	
M025	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/freeflow/personality-model-profiles/profiles/glm-5.1.md	glm-5.1	1	
M025	/Users/danieltenner/dev/model-personality-analysis-corpus/analysis/values-probe/per-model/glm-5-1.md	glm-5-1-or-pin-ambient/CTRL1_10	1	
